chr1	565456	569020	2	2	0	1	0	25
chr1	892406	892478	2	2	1	1	0	25
chr1	892654	894308	2	2	1	1	0	27
chr1	981469	981539	1	1	0	1	0	42
chr1	999970	1001213	1	1	0	1	0	56
chr2	669676	669756	2	2	0	1	0	50
chr2	669851	672807	2	2	0	1	0	36
chr4	932128	933082	2	2	0	1	0	51
chr5	224637	225533	1	1	0	1	0	51
chr5	225678	225997	1	1	0	1	0	42
chr5	889281	889701	2	2	0	1	0	53
chr5	889763	891269	2	4	0	1	0	61
chr6	549292	553853	2	2	0	1	0	40
chr6	553921	555226	2	2	0	1	0	22
chr6	555289	555953	2	2	0	1	0	60
chrX	321056	341307	1	1	0	0	1	49
chrX	508198	543824	1	1	0	1	0	38
chr10	294549	294842	1	1	1	1	0	4
chr11	212982	213298	1	1	0	1	0	66
chr11	213498	214229	1	1	0	1	0	37
chr11	237145	238997	1	1	0	1	0	57
chr11	239077	244040	1	1	0	1	0	14
chr11	244217	244425	1	1	0	1	0	44
chr11	244470	244674	1	1	0	1	0	44
chr11	247449	248775	1	1	0	1	0	72
chr11	248856	248931	1	1	0	2	0	70
chr11	251627	251819	1	1	0	1	0	60
chr11	293503	293593	1	1	1	1	0	32
chr11	293728	293829	1	1	1	1	0	68
chr11	319991	320564	2	2	0	2	0	61
chr11	460289	470387	1	1	0	1	0	50
chr11	498628	498762	2	2	1	1	0	55
chr11	500655	502061	2	2	1	1	0	21
chr11	502182	507112	2	2	0	1	0	63
chr11	532523	532630	2	2	0	1	0	42
chr11	611083	611633	1	1	1	1	0	59
chr16	97558	101557	2	2	0	1	0	51
chr16	101646	103475	2	2	0	1	0	66
chr16	111280	111382	2	2	0	1	0	32
chr16	111458	111582	2	2	0	1	0	53
chr16	136870	138696	2	2	0	1	0	51
chr16	162775	167299	2	2	0	1	0	62
chr16	167375	169124	2	2	0	1	0	52
chr18	199317	202879	1	1	0	1	0	24
chr18	202946	203097	1	1	0	1	0	60
chr18	203191	204563	1	1	0	2	0	39
chr18	210032	210385	1	1	0	1	0	61
chrY	271056	291307	1	1	0	0	1	49
chr19	199273	199709	2	2	0	1	0	72
chr19	287752	288019	2	2	0	1	0	46
chr19	288190	291284	2	2	0	1	0	23
